file_path	identifier	git_commit_date
literature_mining/outputs/chemical_utilization_anthropic_claude-sonnet_20251031_190413.yaml	fmicb-13-921635	2025-11-01
literature_mining/outputs/chemical_utilization_anthropic_claude-sonnet_20251031_190413.yaml	fmicb-14-1258452	2025-11-01
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_174301.yaml	10843040	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_174301.yaml	10843040	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	11114919	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	11114919	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	11114919	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	11114919	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_174301.yaml	11321104	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_174301.yaml	11321104	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	11502173	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	11502173	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	11502173	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	11502173	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_174301.yaml	11594608	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_174301.yaml	11594608	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	11761326	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	11761326	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	11761326	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	11761326	2025-10-30
literature_mining/outputs/archive/experiments/morphology_hybrid_gpt4o_t00_20251031_202849.yaml	1258452	2025-11-01
literature_mining/outputs/archive/experiments/morphology_v2_gpt4o_t00_20251031.yaml	1258452	2025-11-01
literature_mining/outputs/archive/experiments/morphology_v3_gpt4o_t00_20251031.yaml	1258452	2025-11-01
literature_mining/outputs/archive/experiments/morphology_v4_gpt4o_t00_20251031.yaml	1258452	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_20251031_151234.yaml	1258452	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_ctd_20251031_182359.yaml	1258452	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_enhanced_20251031_180125.yaml	1258452	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_v2_20251031_160738.yaml	1258452	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_v3_20251031_163102.yaml	1258452	2025-11-01
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	1258452	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	1258452	2025-11-01
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	1258452	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	1258452	2025-11-01
literature_mining/outputs/fullpaper_hybrid_gpt4o_t00.yaml	1258452	2025-11-01
literature_mining/outputs/fullpaper_hybrid_gpt4o_t03.yaml	1258452	2025-11-01
literature_mining/outputs/fullpaper_prototype_chemical_hybrid_20251031_184029.yaml	1258452	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	1258452	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_gpt4o_t00_20251031_212526.yaml	1258452	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_gpt4o_t00_20251031_213345.yaml	1258452	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	1258452	2025-11-01
literature_mining/outputs/morphology_test_gpt4o_t00_20251031_201811.yaml	1258452	2025-11-01
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	15383840	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	15383840	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	15383840	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	15383840	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	15545469	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	15545469	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	15545469	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	15545469	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	1657873	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	1657873	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	1657873	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	1657873	2025-10-30
literature_mining/outputs/annotator_comparison_standard/metpo/18294205-metpo.yaml	18294205	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/18294205-micro.yaml	18294205	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/18294205-omp.yaml	18294205	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/18294205-pato.yaml	18294205	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	18294205	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	18294205	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	18294205	2025-10-30
literature_mining/outputs/icbo_examples/18294205-chemical.yaml	18294205	2025-11-10
literature_mining/outputs/icbo_examples/18294205-phenotype.yaml	18294205	2025-11-10
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	18294205	2025-10-30
literature_mining/outputs/annotator_comparison_standard/metpo/19440302-metpo.yaml	19440302	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/19440302-micro.yaml	19440302	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/19440302-omp.yaml	19440302	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/19440302-pato.yaml	19440302	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	19440302	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	19440302	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	19440302	2025-10-30
literature_mining/outputs/icbo_examples/19440302-chemical.yaml	19440302	2025-11-10
literature_mining/outputs/icbo_examples/19440302-phenotype.yaml	19440302	2025-11-10
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	19440302	2025-10-30
literature_mining/outputs/annotator_comparison/metpo/19622650-metpo.yaml	19622650	2025-11-10
literature_mining/outputs/annotator_comparison/omp/19622650-omp.yaml	19622650	2025-11-10
literature_mining/outputs/annotator_comparison/pato/19622650-pato.yaml	19622650	2025-11-10
literature_mining/outputs/annotator_comparison_standard/metpo/19622650-metpo.yaml	19622650	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/19622650-micro.yaml	19622650	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/19622650-omp.yaml	19622650	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/19622650-pato.yaml	19622650	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	19622650	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	19622650	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	19622650	2025-10-30
literature_mining/outputs/icbo_examples/19622650-chemical.yaml	19622650	2025-11-10
literature_mining/outputs/icbo_examples/19622650-phenotype.yaml	19622650	2025-11-10
literature_mining/outputs/icbo_examples/old/19622650-chemical.yaml	19622650	2025-11-10
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	19622650	2025-10-30
literature_mining/outputs/annotator_comparison/metpo/19622668-metpo.yaml	19622668	2025-11-10
literature_mining/outputs/annotator_comparison/omp/19622668-omp.yaml	19622668	2025-11-10
literature_mining/outputs/annotator_comparison_standard/metpo/19622668-metpo.yaml	19622668	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/19622668-micro.yaml	19622668	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/19622668-omp.yaml	19622668	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/19622668-pato.yaml	19622668	2025-11-10
literature_mining/outputs/icbo_examples/19622668-chemical.yaml	19622668	2025-11-10
literature_mining/outputs/icbo_examples/19622668-phenotype.yaml	19622668	2025-11-10
literature_mining/outputs/annotator_comparison_standard/metpo/20336137-metpo.yaml	20336137	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/20336137-micro.yaml	20336137	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/20336137-omp.yaml	20336137	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/20336137-pato.yaml	20336137	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	20336137	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	20336137	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	20336137	2025-10-30
literature_mining/outputs/icbo_examples/20336137-chemical.yaml	20336137	2025-11-10
literature_mining/outputs/icbo_examples/20336137-phenotype.yaml	20336137	2025-11-10
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	20336137	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	2116368	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	2116368	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	2116368	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	2116368	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	22207753	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	22207753	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	22207753	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	22207753	2025-10-30
literature_mining/outputs/annotator_comparison_standard/metpo/22740660-metpo.yaml	22740660	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/22740660-micro.yaml	22740660	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/22740660-omp.yaml	22740660	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/22740660-pato.yaml	22740660	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	22740660	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	22740660	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	22740660	2025-10-30
literature_mining/outputs/icbo_examples/22740660-chemical.yaml	22740660	2025-11-10
literature_mining/outputs/icbo_examples/22740660-phenotype.yaml	22740660	2025-11-10
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	22740660	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	23209751	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	23209751	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	23209751	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	23209751	2025-10-30
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_ctd_20251031_182359.yaml	23996836	2025-11-01
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	23996836	2025-11-01
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	23996836	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	23996836	2025-11-01
literature_mining/outputs/fullpaper_hybrid_gpt4o_t00.yaml	23996836	2025-11-01
literature_mining/outputs/fullpaper_hybrid_gpt4o_t03.yaml	23996836	2025-11-01
literature_mining/outputs/fullpaper_prototype_chemical_hybrid_20251031_184029.yaml	23996836	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	23996836	2025-11-01
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	24034209	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	24034209	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	24034209	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	24034209	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	24037422	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	24037422	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	24037422	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	24037422	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	24096357	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	24096357	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	24096357	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	24096357	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	24356841	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	24356841	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	24356841	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	24356841	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	24816778	2025-10-30
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	24816778	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	24816778	2025-11-01
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	24816778	2025-10-30
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	24816778	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	24816778	2025-11-01
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	24816778	2025-10-30
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	24816778	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	24816778	2025-11-01
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	24816778	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	2504152	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	2504152	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	2504152	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	2504152	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	25185034	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	25185034	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	25185034	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	25185034	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	25211235	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	25211235	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	25211235	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	25211235	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	25858842	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	25858842	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	25858842	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	25858842	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	25943904	2025-10-30
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	25943904	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	25943904	2025-11-01
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	25943904	2025-10-30
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	25943904	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	25943904	2025-11-01
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	25943904	2025-10-30
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	25943904	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	25943904	2025-11-01
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	25943904	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	26858104	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	26858104	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	26858104	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	26858104	2025-10-30
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	27035986	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	27035986	2025-11-01
literature_mining/outputs/annotator_comparison_standard/metpo/27573017-metpo.yaml	27573017	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/27573017-micro.yaml	27573017	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/27573017-omp.yaml	27573017	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/27573017-pato.yaml	27573017	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	27573017	2025-10-30
